S#,Date,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Hospital Names,Temperature(C),Temperature(F),Explosive Weight (max kg)
1,11/19/1995,25 Jumaada al-THaany 1416 A.H,Holiday,Weekend,,Islamabad,33.718,73.0718,Capital,Egyptian Embassy,Foreigner,High,Closed,,Foreigner,,14,15,,60,2,,15.84,60.5,
2,11/6/2000,10 SHa`baan 1421 A.H,Working Day,,,Karachi,24.9918,66.9911,Sindh,office of Nawa-e-Waqt,Office Building,Low,Closed,,Media,,,3,,3,1,,23.77,74.79,
3,5/8/2002,25 safar 1423 A.H,Working Day,,7:45 AM,Karachi,24.9918,66.9911,Sindh,Pakistan Navy bus Parked outside Five Star Sheraton Hotel,Hotel,Medium,Closed,,Foreigner,Christian,13,15,20,40,1,1.Jinnah Postgraduate Medical Center 2. Civil Hospital Karachi 3. PN Shifa,31.46,88.63,2.5
4,6/14/2002,3 Raby` al-THaany 1423 A.H,Working Day,,11:10 AM,Karachi,24.9918,66.9911,Sindh,US Consulate Civil Lines Area,Foreigner,High,Closed,,Foreigner,Christian,,12,,51,1,,31.43,88.57,
5,7/4/2003,4 Jumaada al-awal 1424 A.H,Working Day,,,Quetta,30.2095,67.0182,Balochistan,Imambargah MeCongy Road Quetta,Religious,Medium,Closed,during Friday prayer,Religious,Shia,44,47,,65,1,1.CMH Quetta ; 2.Civil Hospital 3. Boland Medical Complex,33.12,91.62,
6,12/25/2003,2 Thw al-Qi`dah 1424 A.H.,Holiday,Christmas/Birthday Of Quaid-E-Azam,1:40 PM,Rawalpindi,33.6058,73.0437,Punjab,Jhanda Chichi area rawalpindi,Security Forces,Low,Open,president's/chief of army staff convoy passing from there,Military,,16,18,,50,2,1.District headquarters ; Hospital,9.44,49,30
7,2/28/2004,8 MuHarram 1425 A.H,Working Day,,,Rawalpindi,33.6058,73.0437,Punjab,Yadgar-i-Hussaini in Satellite Town,Religious,Medium,Closed,maghrib prayer was in process,Religious,Shia,,1,3,4,1,,15.28,59.5,
8,5/7/2004,18 Raby` al-awal 1425 A.H,Working Day,,1:20,Karachi,24.9918,66.9911,Sindh,Karachi Shia mosque Sindh Madrassatul Islam,Religious,Medium,Closed,Friday prayer was in progress,Religious,Shia,14,15,96,200,1,Civil hospital,33.86,92.95,2
9,5/31/2004,,Working Day,,Evening,Karachi,24.9918,66.9911,Sindh,Imambargah off M.A Jinnah road near Numaish intersection,Religious,Medium,Closed,,Religious,Shia,16,18,,35,1,Civil hospital-Liaquat National hospital-Jinnah Postgraduate Medical Center,31.6,88.89,
10,6/3/2004,15 Raby` al-THaany 1425 A.H,Working Day,,,North Waziristan,32.9746,70.1456,FATA,checkpost in north waziristan-close to Afghanistan border,Military,High,Open,,Military,,,2,,2,1,,27.18,80.92,
11,7/28/2004,11 Jumaada al-THaany 1425 A.H,Working Day,,8:50 PM,Kohat,33.5833,71.4333,KPK,Near military facility/official Residence of General Officer Commanding,Residence,High,Closed,Army,Military,,2,3,,3,2,CMH Kohat,32.43,90.37,
12,7/30/2004,13 Jumaada al-THaany 1425 A.H,Working Day,,7:20 PM,Attock,33.7645,72.3667,Punjab,Mr Aziz election rally in jaffar village in fateh jang,Park/Ground,Low,Open,Election rally,Government Official,,,7,44,70,1,1.District Headquarters hospital-rwp 2.PIMS Hospital 3. Tehsil headquarters hospital-Fateh Jang,26.66,80,
13,10/1/2004,17 SHa`baan 1425 A.H,Working Day,,1:27 PM,Sialkot,32.4972,74.5361,Punjab,zainabia mosque-just a Km away from city police station on Raja road,Religious,Medium,Closed,Friday prayer,Religious,Shia,25,31,50,75,1,Allama Iqbal Memorial DHQ Hospital-Sardar Begum Hospital-and numner of other hospitals in Sialkot-Daska-Gujranwala and Lahore,27.51,81.52,
14,10/10/2004,26 SHa`baan 1425 A.H.,Holiday,Weekend,5:55,Lahore,31.5451,74.3407,Punjab,Jamia Masjid Kashmirian in Mochi Gate,Religious,Medium,Closed,Jamia Masjid /Shia Mosque,Religious,Shia,4,5,6,10,1,Mayo Hospital,24.39,75.9,
15,3/19/2005,9 safar 1426 A.H,Working Day,,11:45 PM,Quetta,30.2095,67.0182,Balochistan,Gandava Town Shrine,Religious,Medium,Closed,Urs Ceremony,Religious,Shia,25,50,8,100,1,,16.5,61.7,
16,4/28/2005,19 Raby` al-awal 1426 A.H,Working Day,,,Swat,35.2227,72.4258,KPK,Baidara village of Matta-District Swat,Park/Ground,Low,Open,,Civilian,,,2,,,1,,19.93,67.88,
17,5/27/2005,19 Raby` al-THaany 1426 A.H,Working Day,,11:00 AM,Islamabad,33.718,73.0718,Capital,Shrine of Bari Imam,Religious,Medium,Closed,Shia Muslim Annual Congregation,Civilian,Shia/Sunni,20,25,82,100,1,1. PIMS 2.Polyclinic 3.CDA Hospital 4.federal govt services 5.rwp generl hosp,27.16,80.89,
18,5/30/2005,22 Raby` al-THaany 1426 A.H,Working Day,,Evening,Karachi,24.9918,66.9911,Sindh,Courtyard of an Imambargah(Madinatul Ilm ) in Gulshan e Iqbal,Religious,Medium,Closed,evening prayer,Religious,Shia,5,6,19,30,1,1. Patel Hospital 2. JMPC,31.94,89.5,
19,2/9/2006,10 MuHarram 1427 A.H,Holiday,Ashura,9:35 AM,Hangu,33.5351,71.0713,KPK,Hangu-Tall road-Ashura Procession,Park/Ground,Low,Open,Ashura Day,Religious,Shia,37,40,90,,1,Hangu Hospital,15.5,59.89,
20,3/2/2006,2 safar 1427 A.H.,Working Day,,9:00 AM,Karachi,24.9918,66.9911,Sindh,Infront of USA consulate near marriott hotel,Hotel,Medium,Open,Terrorists attacked convoy of david foy-american diplomat.,Foreigner,Christian,4,5,30,54,1,,25.3,77.54,15
21,4/12/2006,14 Raby` al-awal 1427 A.H,Holiday,Eid Milad Un-Nabi,7:00 PM,Karachi,24.9918,66.9911,Sindh,Nishter Park,Park/Ground,Medium,Open,Eid Miladun Nabi,Religious,Sunni,47,57,,100,1,1. Liaquat National Hospital 2. Civil Hospital KHI 3. JPMC 4. Abbasi Shaheed Hospital,28.42,83.15,5
22,6/2/2006,6 Jumaada al-awal 1427 A.H,Working Day,,10:30 AM,Bannu,32.9861,70.6042,KPK,Bakkahel Area of FR Bannu,Security Forces,High,Open,Army convoy,Military,,6,7,7,8,1,1. Combined Military 2. Hospital Peshawar,26.12,79.03,
23,6/26/2006,30 Jumaada al-awal 1427 A.H,Working Day,,3:30 PM,North Waziristan,32.9746,70.1456,FATA,"Aisha Checkpoint-10km East of 
Miranshah",Military,High,Open,,Military,,6,7,,26,1,,28.61,83.5,
24,8/6/2006,12 Rajab 1427 A.H,Holiday,Weekend,8:00 AM,Lasbela,25.8377,66.5224,Balochistan,"Zehri Street-Main Market
Hub",Market,Low,Open,,Civilian,,,1,,0,1,,27.5,81.5,
25,11/8/2006,17 SHawwal 1427 A.H,Working Day,,8:30 AM,Malakand,34.503,71.9046,KPK,Dargai Military Base-100km north of Peshawar,Military,High,Open,Recruits parade,Military,,40,42,20,39,1,1. CMH Mardan; 2. CMH Peshawar,19.2,66.57,
26,11/17/2006,26 SHawwal 1427 A.H.,Working Day,,7:30 AM,Peshawar,34.0043,71.5448,KPK,"Fayaz Khalil Shaheed
Chowk",Security Forces,High,Open,police van,Police,,,1,,2,1,,17.27,63.1,
27,12/3/2006,12 Thw al-Qi`dah 1427 A.H.,Holiday,Weekend,,Bannu,32.9861,70.6042,KPK,Speen Tangi-kohat bannu road,Police,High,Open,,Police,,,1,,1,1,,4.7,40.47,
28,1/22/2007,3 MuHarram 1428 A.H,Working Day,,10:30 AM,North Waziristan,32.9746,70.1456,FATA,"Miltary convoy near Mir ali north
Wazirstan",Security Forces,High,Open,Military convoy,Military,,4,5,23,25,1,,2.33,36.18,
29,1/26/2007,7 MuHarram 1428 A.H,Working Day,,2:37 PM,Islamabad,33.718,73.0718,Capital,Islamabad Marriott Hotal,Hotel,Medium,Closed,Indian High Commission Function,Foreigner,,1,2,5,7,1,1.poly Clinic Hospital,16.3,61.34,
30,1/27/2007,8 MuHarram 1428 A.H,Working Day,,8:40 PM,Peshawar,34.0043,71.5448,KPK,near Mosque in QissaKhawani Bazaar,Religious,Medium,Closed,Muharram procession about to start,Civilian,Shia,13,15,30,60,1,1.Lady Reading hospital,15.16,59.3,
31,1/29/2007,10 MuHarram 1428 A.H,Holiday,Ashura,,D.I. Khan,31.8238,70.9095,KPK,Checkpost Dera Ismial Khan,Police,High,Open,Muharram procession,Civilian,Shia,2,3,,7,1,1.DIK Headquarters ; Hospital,17.74,63.94,
32,2/3/2007,15 MuHarram 1428 A.H.,Working Day,,6:17 AM,Lakki Marwat,32.6018,70.9148,KPK,"Ghazanikhel Market 
Laik marwat",Market,Low,Open,,Civilian,,,1,,,1,,17.52,63.54,
33,2/3/2007,15 MuHarram 1428 A.H.,Working Day,,12:15 PM,Tank,31.8238,70.9095,KPK,Military Convoy Barakhel area-tank,Security Forces,High,Open,Military convoy,Military,,,2,7,8,1,1.CMH Dera,19.93,67.88,
34,2/6/2007,18 MuHarram 1428 A.H.,Working Day,,8:50 PM,Islamabad,33.718,73.0718,Capital,Islamabad Airport,Airport,High,Open,,Civilian,,,1,3,10,1,,16.64,61.94,
35,2/17/2007,29 MuHarram 1428 A.H,Working Day,,11:05 AM,Quetta,30.2095,67.0182,Balochistan,"Quetta District court senior civil
 judge District Court",Government,High,Closed,,Civilian,,16,17,30,35,1,1.Quttea Civil hospital ; 2.Bolan medical hospital,8.72,47.7,
36,3/29/2007,10 Raby` al-awal 1428 A.H,Working Day,,11:45 AM,Gujrat,32.5737,74.0786,Punjab,"Army training area guliana 
near Kharian Contonment",Military,High,Open,,Military,,1,2,6,8,1,1.Combined Military; Hospital,25.6,78.07,
37,4/28/2007,11 Raby` al-THaany 1428 A.H.,Working Day,,6:55 PM,Charsadda,34.1509,71.7359,KPK,"Federal Interior Minister Speech 
rallyy hometown Charsadda",Park/Ground,Low,Open,Rally Charsadda,Government Official,,25,35,29,60,1,1.District Headquarters Hospital; 2.Lady Reading Hospital,28.06,82.5,
38,5/15/2007,28 Raby` al-THaany 1428 A.H,Working Day,,12:55 PM,Peshawar,34.0043,71.5448,KPK,Peshawar Hotel,Hotel,Medium,Closed,,Foreigner,Sunni,22,26,12,35,1,1.Lady Reading Hospital,31.1,87.98,
39,5/28/2007,11 Jumaada al-awal 1428 A.H,Working Day,,ABOUT 12 PM,Tank,32.226,70.3761,KPK,Boltonabad aera,Security Forces,High,Open,rammed the vehicle into FC vehicle,Military,,,3,,2,1,,24.94,76.88,
40,7/4/2007,19 Jumaada al-THaany 1428 A.H,Working Day,,10:25 AM,North Waziristan,32.9746,70.1456,FATA,Miltary convoy in bannu Gurbaz area,Security Forces,High,Open,Military convoy,Military,,8,10,9,12,1,1.CMH Peshawar,26.98,80.56,
41,7/12/2007,27 Jumaada al-THaany 1428 A.H,Working Day,,,Swat,35.2227,72.4258,KPK,Security Force convoy in mingora,Security Forces,High,Open,Military convoy,Military,,6,7,4,8,1,1.Agency Headquarters ; hospital,31.74,89.13,
42,7/12/2007,27 Jumaada al-THaany 1428 A.H,Working Day,,4:30 PM,North Waziristan,32.9746,70.1456,FATA,Political Agent Office in Miranshah,Government,High,Closed,,Government Official,,2,4,,3,1,,31.39,88.5,
43,7/14/2007,29 Jumaada al-THaany 1428 A.H,Working Day,,2:00 PM,North Waziristan,32.9746,70.1456,FATA,Razmak towns Daznaray area-20kms to the north of Miramshah,Security Forces,High,Open,Frontier Constabulary convoy,Military,,23,24,26,29,1,1.CMH Bannu hospital,26.02,78.84,
44,7/15/2007,1 Rajab 1428 A.H,Holiday,Weekend,3:30 PM-4:00 PM,D.I. Khan,31.8238,70.9095,KPK,police recruitment center,Police,High,Closed,recruitment process in progress,Police,,25,30,50,61,1,1.District Headquarters ; Hospital,28.82,83.88,
45,7/15/2007,1 Rajab 1428 A.H,Holiday,Weekend,BETWEEN 7:00-7:40 AM,Swat,35.2227,72.4258,KPK,Matta,Security Forces,High,Open,police bus going from Kabal to Matta,Police,,17,20,40,47,1,,27.26,81.06,
46,7/17/2007,3 Rajab 1428 A.H,Working Day,,8:27 AM,Islamabad,33.718,73.0718,Capital,outside the venue of distric bar convention council Islamabad,Government,High,Open,Chief Justice Iftikhar muhammad ch had to address overthere,Government Official,,16,17,50,70,1,1.Fedral govt services hospital 2.PIMS,28.88,83.98,
47,7/17/2007,3 Rajab 1428 A.H,Working Day,,1:30 PM,North Waziristan,32.9746,70.1456,FATA,"Security check post Miramshah 
North Wazirstan",Military,High,Open,,Military,,,4,2,3,1,1.CMH Bannu hospital,26.94,80.5,
48,7/19/2007,5 Rajab 1428 A.H,Working Day,,8:40 AM,Lasbela,25.8377,66.5224,Balochistan,Industrial town hub baluchistan,Security Forces,High,Open,chinese engineers were going from Karachi to Hub,Foreigner,Christian,28,30,28,50,1,,32.4,90.31,
49,7/19/2007,5 Rajab 1428 A.H,Working Day,,7:50 AM,Hangu,33.5351,71.0713,KPK,Training Center in Hangu,Police,High,Closed,,Police,,6,8,30,35,1,,30.74,87.32,
50,7/19/2007,5 Rajab 1428 A.H,Working Day,,,Kohat,33.5833,71.4333,KPK,Kohat Mosque,Religious,Medium,Closed,,Religious,Sunni,15,20,8,58,1,CMH kohat,30.28,86.5,
51,7/20/2007,6 Rajab 1428 A.H,Working Day,,12:30 PM,North Waziristan,32.9746,70.1456,FATA,"Security check post Miramshah 
North Wazirstan",Military,High,Open,,Military,,,4,5,6,1,,28.38,83.08,
52,7/27/2007,13 Rajab 1428 A.H,Working Day,,5:25 PM,Islamabad,33.718,73.0718,Capital,near Hotel in Abpara market,Hotel,Medium,Closed,,Police,,14,15,50,70,1,1.Federal Government; services hospital; 2.Capital Development ; Authority hospital,26.39,79.5,
53,8/3/2007,20 Rajab 1428 A.H.,Working Day,,Night,Swat,35.2227,72.4258,KPK,District Swat gora village matta,Security Forces,Low,Open,,Civilian,,,2,5,6,1,,28.01,82.42,
54,8/4/2007,21 Rajab 1428 A.H,Working Day,,10:30 AM,Kurram Agency,32.9746,70.1456,FATA,Parachinar,Transport,Low,Open,,Civilian,Sunni,9,23,35,43,1,1.Agency Headqurters ; Hospital,25.84,78.5,
55,8/17/2007,4 SHa`baan 1428 A.H,Working Day,,,Tank,32.226,70.3761,KPK,Military Convoys in Tank district,Security Forces,High,Open,,Military,,,,3,5,1,,26.18,79.13,
56,8/19/2007,6 SHa`baan 1428 A.H,Holiday,Weekend,,North Waziristan,32.9746,70.1456,FATA,"North Wazirstan Mirali Military
 checkpost",Military,High,Open,,Military,,,2,,2,1,,29.01,84.22,
57,8/19/2007,6 SHa`baan 1428 A.H,Holiday,Weekend,,Bannu,32.9861,70.6042,KPK,Bannu Police Check post,Police,High,Open,,Police,,,1,,4,1,,29.96,85.94,
58,8/20/2007,7 SHa`baan 1428 A.H,Working Day,,9:00 AM,Hangu,33.5351,71.0713,KPK,"Checkpost on thall-parachinar road/kurram road
 mandori village",Military,High,Open,,Military,,3,7,14,18,1,1.Nawagai hospital,27.2,80.95,
59,8/24/2007,11 SHa`baan 1428 A.H,Working Day,,,North Waziristan,32.9746,70.1456,FATA,miranshah Military convoys,Security Forces,High,Open,military convoy,Military,,6,7,22,37,2,1.Bannu Hospital,28.36,83.06,
60,8/26/2007,13 SHa`baan 1428 A.H,Holiday,Weekend,,Shangla,34.8015,72.757,KPK,Machaar area of Shangla District,Police,High,Open,,Police,,,4,,2,1,,27.48,81.46,
61,9/1/2007,19 SHa`baan 1428 A.H,Working Day,,10:00 AM,Bajaur Agency,34.8718,71.5249,FATA,Truck carrying security personeel was attacked in Mamond area,Security Forces,High,Open,truck carrying security personnel,Military,,3,7,4,9,1,1.Agency Headquarters ; hospital,28.84,83.91,
62,9/1/2007,19 SHa`baan 1428 A.H,Working Day,,,South Waziristan,32.3202,69.8597,FATA,check-post of the troops in the Jandola area of South Waziristan.,Military,High,Closed,,Military,,,0,,,1,,29.58,85.24,
63,9/4/2007,22 SHa`baan 1428 A.H,Working Day,,7:15 AM,Rawalpindi,33.6058,73.0437,Punjab,1.Qasim Market Defence Ministry Bus,Security Forces,High,Open,,Military,,18,25,,,2,1.District Headquarters Rwp; 2.Rwp General Hospital,27.15,80.87,
64,9/4/2007,22 SHa`baan 1428 A.H,Working Day,,7:15 AM,Rawalpindi,33.6058,73.0437,Punjab,Near R.A Bazar behind general Headquarters,Market,Low,Open,,Military,,,7,,,1,1.District Headquarters Rwp; 2.Rwp General Hospital,27.15,80.87,
65,9/11/2007,29 SHa`baan 1428 A.H,Working Day,,,D.I. Khan,31.8238,70.9095,KPK,Passanger van at Bannu adda/chungi,Security Forces,Low,Open,,Civilian,,17,19,16,19,1,DI Khan Headquarter; hospital,30.82,87.47,
66,9/13/2007,1 RamaDHaan 1428 A.H,Working Day,,7:15 PM,Haripur,34.0011,72.9372,KPK,army officers mess in Tarbela ghazi,Military,High,Closed,military convoy,Military,,15,20,11,46,1,1.Wapda Hospital 2.CMH Pindi ; 3.CMH Attock,26.98,80.56,
67,9/22/2007,10 RamaDHaan 1428 A.H,Working Day,,2:00 AM,Tank,32.226,70.3761,KPK,military convoy going from Tank,Security Forces,High,Open,,Military,,,5,3,10,1,,24.7,76.47,
68,10/1/2007,19 RamaDHaan 1428 A.H,Working Day,,8:30 AM,Bannu,32.9861,70.6042,KPK,checkpost near Dawa bridge/Durani Abshar Chowk,Police,High,Open,,Police,,,16,29,32,1,1.District Headquartar ; Hospital,24.57,76.23,
69,10/18/2007,6 SHawwal 1428 A.H,Working Day,,12:00 MID NIGHT,Karachi,24.9918,66.9911,Sindh,"Benazir Survives midnight 
carnage Karsaz bridge Sharea Faisal",Security Forces,High,Open,Rally ppp,Government Official,,125,145,100,550,2,1.Jinnah Hospital ; 2.Liaquat hospital,28.02,82.44,
70,10/25/2007,13 SHawwal 1428 A.H,Working Day,,2:45 PM,Swat,35.2227,72.4258,KPK,Mingora Police Line,Security Forces,High,Open,,Military,,20,38,28,35,1,1.Saidu Shrif hospital,21.02,69.84,
71,10/30/2007,18 SHawwal 1428 A.H,Working Day,,11:50 AM,Rawalpindi,33.6058,73.0437,Punjab,"Rawalpindi police checkpoint 
security zone",Police,High,Open,,Military,,7,8,18,31,1,1.CMH 2.Civil hospital,20.9,69.63,
72,11/1/2007,20 SHawwal 1428 A.H,Working Day,,7:10 AM,Sargodha,32.0791,72.6718,Punjab,PAF Bus on faisalabad road-Sargodha,Security Forces,High,Open,PAF Bus,Military,,8,10,27,40,1,1.PAF Sargodha ; 2.CMH Rwp,20.82,69.48,10
73,11/9/2007,28 SHawwal 1428 A.H,Holiday,Iqbal Day,4:15 PM,Peshawar,34.0043,71.5448,KPK,"Peshawar  Federal minister 
political amir muqam house",Residence,Low,Closed,Political Affairs meeting,Government Official,,3,4,2,5,1,1.Hayatabad Medical Complex,19.44,67,6
74,11/24/2007,14 Thw al-Qi`dah 1428 A.H,Working Day,,7:40 AM,Rawalpindi,33.6058,73.0437,Punjab,Bus carrying ISI officals parked outside Hamza Camp faizabad,Security Forces,High,Open,Hamza camp,Military,,17,38,,35,1,1.Military Hospital ; 2.Rawalpindi hospital,15.56,60,
75,11/24/2007,14 Thw al-Qi`dah 1428 A.H,Working Day,,7:50 AM,Rawalpindi,33.6058,73.0437,Punjab,GHQ,Military,High,Open,,Military,,,1,2,5,1,,15.56,60,
76,12/4/2007,24 Thw al-Qi`dah 1428 A.H,Working Day,,,Peshawar,34.0043,71.5448,KPK,Checkpost high-security cantonment area babar road,Military,High,Open,,Military,,,1,,0,1,,14.73,58.51,
77,12/9/2007,29 Thw al-Qi`dah 1428 A.H,Holiday,Weekend,11:15 AM,Swat,35.2227,72.4258,KPK,Ningolai Security checkpost,Police,High,Open,,Police,,10,13,,2,1,,11.92,53.46,15
78,12/10/2007,30 Thw al-Qi`dah 1428 A.H,Working Day,,7:24 AM,Attock,33.7645,72.3667,Punjab,Truck carrying school children near Fauji gate Pakistan Aeranautical Complex,Security Forces,Low,Open,,Children/Women,,,0,7,22,1,1.CMH Rwp,12.13,53.83,
79,12/13/2007,3 Thw al-Hijjah 1428 A.H,Working Day,,4:50 PM,Quetta,30.2095,67.0182,Balochistan,military Checkpost,Military,High,Open,,Military,,5,12,22,23,2,1.CMH hospital,4.16,39.49,
80,12/15/2007,5 Thw al-Hijjah 1428 A.H,Working Day,,9:25 AM,Nowshera,34.0322,73.0944,KPK,Noshera security check post,Military,High,Open,,Military,,5,6,11,20,1,1.CMH Nowshera,9.52,49.13,
81,12/17/2007,7 Thw al-Hijjah 1428 A.H,Working Day,,12:30 PM,Kohat,33.5833,71.4333,KPK,kohat cantt-fountain round about-near army public school,Military,High,Open,recruits returning to barracks after morning exercise,Military,,,12,2,5,1,Combine Military hospital,11.34,52.42,5
82,12/21/2007,13 Thw al-Hijjah 1428 A.H,Holiday,Eid-Ul-Azha,,Charsadda,34.1509,71.7359,KPK,Charsadda Jamiya Masjid,Religious,Medium,Closed,Masjid,Civilian,Sunni,,60,,200,1,,15,59,6
83,12/23/2007,13 Thw al-Hijjah 1428 A.H,Holiday,Weekend,6:00 PM,Swat,35.2227,72.4258,KPK,military convoy hit in mingora,Security Forces,High,Open,,Military,,9,14,,23,1,,12.76,54.97,
84,12/27/2007,17 Thw al-Hijjah 1428 A.H,Working Day,,5:10 PM,Rawalpindi,33.6058,73.0437,Punjab,Rawalpindi Liaquat Bagh Park,Park/Ground,Low,Open,attack on Benazir Bhutto,Government Official,,21,30,48,70,1,Rawalpindi General hospital,10.21,50.38,
85,1/7/2008,28 Thw al-Hijjah 1428 A.H,Working Day,,11:15 AM,Swat,35.2227,72.4258,KPK,infront of frontier house kabal,Military,High,Open,Security forces,Military,,,,12,13,1,,6.77,44.19,
86,1/10/2008,1 MuHarram 1429 A.H,Working Day,,11:40 AM,Lahore,31.5451,74.3407,Punjab,Lahore High court,Government,High,Open,lawyers protest rally was about to start. All of them were present inside the court. Bomber targeted the police officials outside the court,Police,,24,26,73,80,1,1.Mayo-Ganga ram hospital,13.89,57,15
87,1/15/2008,6 MuHarram 1429 A.H,Working Day,,10:30 AM,Mohmand Agency,32.9746,70.1456,FATA,checkpoint of security forces in Khapakh Kando near Ghalanai,Military,High,Open,Frontier Constabulary,Military,,1,1,,,1,Ghalani hospital,5.14,41.26,
88,1/17/2008,8 MuHarram 1429 A.H,Working Day,,6:00 PM,Peshawar,34.0043,71.5448,KPK,Mirza Qasim baig Imambargah Jangi Mohallah-kohati,Religious,Medium,Closed,Imambargah,Religious,Shia,10,12,,25,1,1.Lady Reading hospital,12.34,54.21,3
89,2/1/2008,23 MuHarram 1429 A.H,Working Day,,4:30 PM,North Waziristan,32.9746,70.1456,FATA,Kajhori checkpost north waziristan,Police,High,Open,Checkpost,Police,,5,7,13,15,1,1.CMH bannu 2.MH Bannu,2.48,36.46,
90,2/4/2008,26 MuHarram 1429 A.H.,Working Day,,7:24 AM,Rawalpindi,33.6058,73.0437,Punjab,Infront of NLC office near GHQ Rwp,Security Forces,High,Open,bus carrying students and officials of army medical college-,Military,,8,10,27,47,1,1.CMH 2.MH 3. DHQ,8.42,47.16,7
91,2/5/2008,27 MuHarram 1429 A.H,Working Day,,NA,Quetta,30.2095,67.0182,Balochistan,Quetta Khilji Conlony,Park/Ground,Low,Open,Khilji colony,Civilian,,,1,,1,1,,-2.37,27.73,
92,2/9/2008,2 safar 1429 A.H.,Working Day,,NA,Charsadda,34.1509,71.7359,KPK,Nakai in charsadda,Residence,Low,Closed,Awami National Party meeting was in progress,Government Official,,25,27,35,51,1,1.Lady Reading Hospital 2. DHQ charsadda,7.94,46.28,
93,2/11/2008,4 safar 1429 A.H,Working Day,,12:55 PM,North Waziristan,32.9746,70.1456,FATA,Aidak village in mirali-near miranshah,Religious,Low,Open,ANP gathring,Government Official,,6,10,9,13,1,,2.24,36.04,
94,2/16/2008,9 safar 1429 A.H.,Working Day,,,Swat,35.2227,72.4258,KPK,Mingora-army media center on saidu sharif road,Military,High,Closed,army media center and base near Gul Kadda,Military,,2,3,14,18,1,District headquarters hospital saidu sharif,12.72,54.9,
95,2/16/2008,9 safar 1429 A.H.,Working Day,,Evening,Kurram Agency,35.2227,72.4258,FATA,PPP election office in Eidgah market of Parachinar bazar,Government,High,Closed,,Government Official,,38,47,109,110,1,Agency headquarter hospital,12.72,54.9,
96,2/25/2008,18 safar 1429 A.H,Working Day,,2:45 PM,Rawalpindi,33.6058,73.0437,Punjab,Rawalpindi-R.A bazar mall road Sadar-nadira suift center,Security Forces,High,Closed,near Surgeon-gernal car on signal,Military,,,8,20,30,1,1.CMH 2.MH 3.Contonment hospital 4. rwp general hospital 5. DHQ hospital,14.47,58.05,5
97,2/29/2008,22 safar 1429 A.H.,Working Day,,8:00 PM,Swat,32.935,70.6688,KPK,Swat Mingora DSP Funeral,Park/Ground,Low,Open,,Police,,38,45,40,100,1,1.Saidu Shrif hospital,19.85,67.73,
98,3/1/2008,23 safar 1429 A.H.,Working Day,,,Bajaur Agency,34.8718,71.5249,FATA,Khar-jardar area,Security Forces,High,Open,,Military,,,2,,23,1,,19.38,66.88,
99,3/2/2008,24 safar 1429 A.H.,Holiday,Weekend,11:00 AM,Dara Adam Khel,33.6854,71.5131,KPK,Dara adamkhel Jirga,Park/Ground,Low,Open,peace Jirga,Anti-Militants,,40,43,50,60,1,1.Lady Reading Hospital 2.Hayatabad medical Complex,19.45,67.02,
100,3/4/2008,26 safar 1429 A.H,Working Day,,1:05 PM,Lahore,31.5451,74.3407,Punjab,Navy war college mall road lahore,Military,High,Closed,Navy college,Military,,4,8,15,24,2,1.CMH 2.Service hospital,20.66,69.18,
101,3/11/2008,3 Raby` al-awal 1429 A.H,Working Day,,9:15 AM TO 9:20 AM,Lahore,31.5451,74.3407,Punjab,FIA building Temple road near The Mall-near regal chowk,Government,High,Closed,,Government Official,,26,31,175,200,1,1.Ganga Ram Hospita 2.Mayo Hospital,21.3,70.33,50
102,3/11/2008,3 Raby` al-awal 1429 A.H,Working Day,,9:20 AM,Lahore,31.5451,74.3407,Punjab,Bungalow no 83/F Model Town-an advertising agency office,Residence,Low,Closed,,Civilian,,3,6,,12,1,Ganga Ram hospital,21.3,70.33,30
103,3/17/2008,9 Raby` al-awal 1429 A.H.,Working Day,,,Swat,35.2227,72.4258,KPK,Mingora police Lines,Police,High,Closed,,Police,,2,3,5,7,1,Saidu Sharif hospital,22.5,72.5,
104,3/20/2008,12 Raby` al-awal 1429 A.H.,Holiday,Eid Milad Un-Nabi,3:00 PM,South Waziristan,32.3202,69.8597,FATA,Army Camp at Zari noor-Wana,Military,High,Closed,,Military,,,5,9,11,1,Military Hospital,18.66,65.58,
105,5/1/2008,25 Raby` al-THaany 1429 A.H,Holiday,Labour Day,THURSDAY MORNING,Khyber Agency,34.0211,71.2874,FATA,Takia-Bar Qambarkhel Mosque,Religious,Medium,Closed,,Religious,Sunni,,2,17,30,1,,28.98,84.17,
106,5/6/2008,1 Jumaada al-awal 1429 A.H,Working Day,,8:40 AM,Bannu,32.935,70.6688,KPK,Bannu police  check post,Police,High,Open,,Police,,3,7,10,15,1,1.DHQ 2.CMH,28.62,83.52,
107,5/9/2008,4 Jumaada al-awal 1429 A.H,Working Day,,FRIDAY NIGHT,Swat,35.2227,72.4258,KPK,Mingora police Station,Police,High,Closed,,Police,,,1,3,4,1,1.district headquarters hospital saidu sharif,23.98,75.17,
